Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Reason_for_cancelling_by_Customer,Reason_for_cancelling_by_Driver,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating
19-01-2025 00:00,07:53:00,CNR4814398417,Successful,34297,Bike,Area 12,Area 39,2.35,3.3,,,,1981.07,8.9,4.7,3.8
06-01-2025 00:00,07:20:00,CNR3084873880,Successful,41276,Prime Plus,Area 2,Area 43,9.33,4.59,,,,1352.16,3.54,3.3,4.8
22-01-2025 00:00,05:59:00,CNR1587583696,Successful,82325,Prime Sedan,Area 30,Area 12,3.34,13.26,,,,478.53,11.24,5,3.1
09-01-2025 00:00,16:50:00,CNR7261388261,Incomplete,67796,Prime Sedan,Area 7,Area 5,,,,,Vehicle Breakdown,,,,
09-01-2025 00:00,07:24:00,CNR9376001795,Incomplete,55340,Prime Sedan,Area 36,Area 4,,,,,Customer Demand,,,,
03-01-2025 00:00,14:44:00,CNR5808757138,Successful,94527,eBike,Area 3,Area 22,6.97,5.04,,,,1533.47,4.79,4.8,3.9
29-01-2025 00:00,15:51:00,CNR9816262556,Successful,82157,Mini,Area 34,Area 21,11.97,19.29,,,,275.16,5.53,3,4.1
07-01-2025 00:00,08:11:00,CNR1787124512,Successful,18065,Auto,Area 5,Area 16,13.05,6.82,,,,1082.24,16.28,4.6,4.7
09-01-2025 00:00,15:32:00,CNR8039130117,Incomplete,59600,Auto,Area 47,Area 39,,,,,Vehicle Breakdown,,,,
06-01-2025 00:00,20:35:00,CNR6772135722,Successful,58347,Prime Sedan,Area 38,Area 26,5.57,10.33,,,,1393.58,19.9,3.5,4.5
30-01-2025 00:00,23:06:00,CNR5782793753,Successful,79289,Bike,Area 10,Area 26,5.79,8.91,,,,499.61,19.61,3.2,3.2
26-01-2025 00:00,14:44:00,CNR9395122933,Incomplete,22382,Prime SUV,Area 6,Area 42,,,,,Other Issue,,,,
07-01-2025 00:00,16:11:00,CNR5512665383,Incomplete,87080,Bike,Area 22,Area 32,,,,,Customer Demand,,,,
28-01-2025 00:00,02:12:00,CNR1861422339,Incomplete,63310,eBike,Area 34,Area 47,,,,,Customer Demand,,,,
13-01-2025 00:00,21:44:00,CNR2958948251,Successful,90560,Prime Plus,Area 17,Area 38,10.8,3.75,,,,251.99,16.48,4.9,3.2
29-01-2025 00:00,20:29:00,CNR4032335088,Successful,10048,Prime Sedan,Area 22,Area 47,2.26,19.7,,,,430.32,29.62,3,4.7
27-01-2025 00:00,12:12:00,CNR6787809066,Successful,97153,eBike,Area 42,Area 39,12.52,13.64,,,,109.27,14.88,3.8,4.3
01-01-2025 00:00,18:04:00,CNR2160528493,Successful,23354,eBike,Area 38,Area 10,9.69,16.9,,,,352.04,19.08,3.1,3.6
06-01-2025 00:00,11:53:00,CNR1212584666,Successful,65170,Prime Sedan,Area 15,Area 17,14.47,8.83,,,,443.56,9.18,3.8,4.5
07-01-2025 00:00,13:01:00,CNR3554504631,Incomplete,72380,Auto,Area 16,Area 20,,,,,Other Issue,,,,
20-01-2025 00:00,04:58:00,CNR5110675123,Incomplete,90262,Bike,Area 29,Area 40,,,,,Vehicle Breakdown,,,,
24-01-2025 00:00,18:24:00,CNR8759655038,Successful,64281,Prime Plus,Area 10,Area 45,13.44,15.43,,,,1014.38,19.42,4.6,4.8
02-01-2025 00:00,22:10:00,CNR1358147851,Successful,73004,Prime Sedan,Area 50,Area 48,6.19,16.97,,,,155.26,13.61,5,3.9
12-01-2025 00:00,23:58:00,CNR3945848798,Successful,25539,Prime Plus,Area 12,Area 8,9.33,14.19,,,,138.32,13,3.5,3
26-01-2025 00:00,02:20:00,CNR9965691598,Successful,30247,eBike,Area 33,Area 33,14.53,3.09,,,,1215.77,4.79,3.9,4.5
19-01-2025 00:00,19:19:00,CNR4953688536,Cancelled by Driver,25900,eBike,Area 14,Area 34,,,,Customer related issue,,,,,
12-01-2025 00:00,02:42:00,CNR5710006031,Successful,28517,Bike,Area 45,Area 26,12.81,5.57,,,,1605.6,26.03,4.1,4.7
27-01-2025 00:00,13:32:00,CNR6453522525,Successful,71013,Bike,Area 4,Area 23,8.48,14.98,,,,295.65,3.53,3.9,3.8
27-01-2025 00:00,06:28:00,CNR1117168046,Successful,63318,eBike,Area 6,Area 34,8.12,3.82,,,,278.84,11.31,3.2,4.2
27-01-2025 00:00,05:11:00,CNR7583284109,Cancelled by Driver,55855,eBike,Area 5,Area 26,,,,More than permitted people in there,,,,,
08-01-2025 00:00,09:06:00,CNR5143594773,Successful,43745,Prime SUV,Area 18,Area 32,10.95,9.1,,,,143.18,28.91,4.4,3.1
24-01-2025 00:00,04:11:00,CNR8548355400,Incomplete,67238,Auto,Area 24,Area 33,,,,,Vehicle Breakdown,,,,
29-01-2025 00:00,08:53:00,CNR8617076636,Incomplete,16330,Prime Sedan,Area 22,Area 20,,,,,Vehicle Breakdown,,,,
24-01-2025 00:00,15:11:00,CNR4262957045,Successful,71817,eBike,Area 38,Area 48,7.6,11.67,,,,159.2,4.42,3.3,4
07-01-2025 00:00,20:51:00,CNR9246703299,Successful,21051,Auto,Area 32,Area 46,4.97,4.19,,,,213.87,22.01,3.2,4.2
26-01-2025 00:00,19:50:00,CNR5500883081,Cancelled by Driver,82219,Mini,Area 34,Area 20,,,,Personal & Car related issues,,,,,
23-01-2025 00:00,23:52:00,CNR5586122715,Incomplete,68868,Mini,Area 25,Area 33,,,,,Vehicle Breakdown,,,,
21-01-2025 00:00,12:49:00,CNR5082546724,Cancelled by Driver,70781,Mini,Area 38,Area 31,,,,Customer related issue,,,,,
27-01-2025 00:00,02:45:00,CNR2810953401,Successful,67595,Bike,Area 24,Area 31,11.27,16.43,,,,208.49,17.61,3.5,5
05-01-2025 00:00,22:00:00,CNR6631927503,Incomplete,38116,eBike,Area 19,Area 14,,,,,Vehicle Breakdown,,,,
22-01-2025 00:00,23:19:00,CNR9402573382,Successful,80060,Prime SUV,Area 22,Area 38,9.13,3.05,,,,167.57,1.83,3.9,4.3
01-01-2025 00:00,06:04:00,CNR3838740503,Incomplete,83973,Prime Sedan,Area 27,Area 49,,,,,Vehicle Breakdown,,,,
19-01-2025 00:00,07:02:00,CNR5393447820,Successful,99494,Prime Sedan,Area 26,Area 47,8.62,18.43,,,,1555.98,14.9,4.9,4.2
05-01-2025 00:00,13:01:00,CNR1081463501,Successful,51641,Prime Sedan,Area 32,Area 14,12.54,13.68,,,,179.15,3.77,3.2,4.4
15-01-2025 00:00,14:31:00,CNR2319085276,Successful,73903,Prime SUV,Area 32,Area 11,14.65,14.19,,,,120.24,12.15,3.1,3.2
28-01-2025 00:00,21:15:00,CNR2879257561,Successful,16378,Prime SUV,Area 46,Area 35,8.54,5.12,,,,449.43,20.15,4.6,4.7
17-01-2025 00:00,16:11:00,CNR6877928441,Successful,39463,Bike,Area 22,Area 28,4.67,19.16,,,,135.15,29.2,3,3.3
20-01-2025 00:00,01:27:00,CNR8634909595,Cancelled by Driver,63829,Bike,Area 43,Area 29,,,,More than permitted people in there,,,,,
17-01-2025 00:00,15:02:00,CNR5027050935,Incomplete,15053,Mini,Area 47,Area 34,,,,,Other Issue,,,,
22-01-2025 00:00,06:34:00,CNR3621090985,Successful,90240,Auto,Area 26,Area 11,2.1,17.33,,,,233.13,7.19,3.6,3.6
04-01-2025 00:00,13:27:00,CNR9378136216,Successful,70250,Auto,Area 16,Area 10,13.61,9.31,,,,1161.24,26.87,4.6,3.5
20-01-2025 00:00,05:26:00,CNR9208004647,Successful,87857,Prime SUV,Area 24,Area 33,14.71,8.84,,,,1374.1,7.67,4.3,5
11-01-2025 00:00,23:39:00,CNR1991193116,Successful,16819,Prime Plus,Area 46,Area 33,2.43,9.7,,,,109.48,12.16,4.7,4.6
28-01-2025 00:00,10:30:00,CNR6896174760,Cancelled by Driver,42427,Mini,Area 37,Area 3,,,,Personal & Car related issues,,,,,
31-01-2025 00:00,22:30:00,CNR9761099314,Cancelled by Driver,50289,Mini,Area 2,Area 14,,,,Personal & Car related issues,,,,,
24-01-2025 00:00,11:32:00,CNR3356130148,Successful,15423,Bike,Area 9,Area 25,9.4,6.32,,,,240.77,11,3.2,4.9
20-01-2025 00:00,19:41:00,CNR7408725052,Cancelled by Driver,53755,eBike,Area 48,Area 26,,,,Customer related issue,,,,,
24-01-2025 00:00,13:47:00,CNR6390627257,Incomplete,64335,Prime Plus,Area 25,Area 49,,,,,Other Issue,,,,
17-01-2025 00:00,07:24:00,CNR5577544502,Incomplete,55800,eBike,Area 21,Area 46,,,,,Vehicle Breakdown,,,,
03-01-2025 00:00,19:32:00,CNR5188402504,Incomplete,45716,Prime Plus,Area 30,Area 32,,,,,Other Issue,,,,
05-01-2025 00:00,02:25:00,CNR4806128128,Successful,85055,Bike,Area 11,Area 49,7.85,19.27,,,,196.52,29.92,4.1,4.6
30-01-2025 00:00,21:02:00,CNR4885595635,Successful,18267,Auto,Area 14,Area 36,6.91,18.17,,,,499.32,24.48,3.6,3.6
13-01-2025 00:00,02:31:00,CNR7102998407,Incomplete,46217,Auto,Area 5,Area 20,,,,,Other Issue,,,,
28-01-2025 00:00,12:53:00,CNR4744945693,Successful,61940,Prime SUV,Area 4,Area 11,3.34,11.35,,,,468.66,13.02,3.7,3.2
04-01-2025 00:00,00:56:00,CNR7218388883,Successful,98178,Prime Plus,Area 36,Area 49,2.53,19.83,,,,379.56,25.79,3,3.2
28-01-2025 00:00,21:52:00,CNR8591111745,Successful,42639,Prime Plus,Area 27,Area 6,9.5,10.45,,,,143.72,25.61,4.2,4.7
27-01-2025 00:00,12:16:00,CNR2756958444,Successful,66817,Mini,Area 27,Area 29,7.06,15.67,,,,421.84,19.97,3.4,4.4
07-01-2025 00:00,23:33:00,CNR2945215945,Successful,83920,Prime SUV,Area 7,Area 10,7.11,3.87,,,,170.25,1.5,4.7,3.7
02-01-2025 00:00,17:59:00,CNR6479257632,Successful,32295,eBike,Area 20,Area 20,6.56,3.66,,,,289.5,2.66,3.2,3.1
29-01-2025 00:00,08:06:00,CNR6847322734,Incomplete,49908,eBike,Area 25,Area 43,,,,,Vehicle Breakdown,,,,
07-01-2025 00:00,11:25:00,CNR5928588387,Incomplete,56432,Prime Plus,Area 8,Area 50,,,,,Customer Demand,,,,
29-01-2025 00:00,19:36:00,CNR3880832061,Successful,87927,Prime Plus,Area 31,Area 14,2.24,15.76,,,,1347.39,24.51,3.2,3.5
26-01-2025 00:00,18:02:00,CNR2487616732,Cancelled by Driver,91164,Mini,Area 19,Area 26,,,,The customer was coughing/sick,,,,,
11-01-2025 00:00,07:16:00,CNR5217345545,Successful,74766,Prime Sedan,Area 22,Area 41,7.77,9.25,,,,217.61,5.69,3.1,3.4
25-01-2025 00:00,22:15:00,CNR9046172934,Successful,30159,eBike,Area 48,Area 29,12.28,8.91,,,,175.82,12.83,3.9,3.6
17-01-2025 00:00,12:25:00,CNR3500825594,Successful,95020,Auto,Area 7,Area 46,12.91,6.12,,,,1185.26,19.91,4.4,4.7
29-01-2025 00:00,17:39:00,CNR1123426350,Incomplete,73965,Prime Sedan,Area 47,Area 2,,,,,Customer Demand,,,,
04-01-2025 00:00,15:59:00,CNR9090610179,Incomplete,66759,Mini,Area 35,Area 15,,,,,Other Issue,,,,
15-01-2025 00:00,11:06:00,CNR5736637960,Successful,15247,eBike,Area 42,Area 31,8.26,16.47,,,,1362.63,21.84,3.7,3.4
12-01-2025 00:00,00:56:00,CNR2506155585,Incomplete,97245,Mini,Area 47,Area 44,,,,,Customer Demand,,,,
30-01-2025 00:00,00:24:00,CNR6855613317,Successful,77209,Bike,Area 16,Area 30,9.59,13.28,,,,186.9,9.68,3.9,4.1
26-01-2025 00:00,04:54:00,CNR5525580607,Successful,16130,Mini,Area 22,Area 47,2.27,14.47,,,,1857.94,1.44,4.8,4.2
10-01-2025 00:00,21:51:00,CNR5114501685,Successful,37491,Prime SUV,Area 31,Area 44,4.96,13.83,,,,227.45,3.17,3.7,4.1
23-01-2025 00:00,18:31:00,CNR4365240792,Successful,16634,Mini,Area 9,Area 24,11.18,11.91,,,,349.89,9.55,4.7,3.1
04-01-2025 00:00,17:43:00,CNR3645775183,Successful,37494,Bike,Area 18,Area 4,9.2,17.16,,,,268.63,4.79,5,4.7
05-01-2025 00:00,13:51:00,CNR7068323223,Successful,77116,eBike,Area 17,Area 7,6.76,5.52,,,,159.69,19.61,4.7,3.5
04-01-2025 00:00,02:07:00,CNR9978974648,Successful,61964,Mini,Area 3,Area 45,8.91,19.01,,,,322.33,22.96,4.9,3.6
19-01-2025 00:00,00:04:00,CNR6344573099,Successful,58669,Prime Sedan,Area 28,Area 6,4.29,12.33,,,,207.01,26.46,3,4.5
27-01-2025 00:00,03:28:00,CNR1968371601,Successful,93495,Bike,Area 45,Area 31,2.35,5.61,,,,1430.23,3.46,3,3.4
28-01-2025 00:00,10:04:00,CNR3830581188,Successful,86086,Mini,Area 19,Area 4,9.31,12.15,,,,103.91,27.27,3.7,3.2
22-01-2025 00:00,08:04:00,CNR4179119317,Incomplete,71116,Prime Plus,Area 24,Area 46,,,,,Other Issue,,,,
21-01-2025 00:00,08:42:00,CNR1522255825,Cancelled by Customer,38706,Prime Sedan,Area 50,Area 33,,,Driver is not moving towards pickup location,,,,,,
16-01-2025 00:00,22:13:00,CNR5906189828,Incomplete,20198,Mini,Area 39,Area 9,,,,,Vehicle Breakdown,,,,
03-01-2025 00:00,23:10:00,CNR4945671298,Incomplete,25012,Prime Sedan,Area 19,Area 10,,,,,Other Issue,,,,
02-01-2025 00:00,21:47:00,CNR5429644607,Incomplete,55696,Prime Plus,Area 48,Area 50,,,,,Customer Demand,,,,
29-01-2025 00:00,00:58:00,CNR9119447514,Incomplete,26134,Auto,Area 45,Area 38,,,,,Vehicle Breakdown,,,,
09-01-2025 00:00,23:52:00,CNR7889092417,Incomplete,58124,Prime Plus,Area 16,Area 1,,,,,Vehicle Breakdown,,,,
13-01-2025 00:00,20:57:00,CNR3391254400,Incomplete,44286,Prime Sedan,Area 17,Area 39,,,,,Vehicle Breakdown,,,,
18-01-2025 00:00,20:35:00,CNR9703738718,Successful,34620,Prime Sedan,Area 30,Area 5,4.62,17.79,,,,119.19,6.33,3.5,4.8
09-01-2025 00:00,07:58:00,CNR7163771689,Incomplete,19112,eBike,Area 46,Area 13,,,,,Customer Demand,,,,
22-01-2025 00:00,16:07:00,CNR4843636028,Successful,56541,Prime Sedan,Area 47,Area 33,4.16,10.46,,,,1101.27,13.85,5,4.7
31-01-2025 00:00,03:45:00,CNR7518894447,Successful,70002,Auto,Area 11,Area 10,8.81,5.77,,,,735.52,18.39,4.1,3.3
14-01-2025 00:00,09:22:00,CNR7934248682,Successful,79058,Auto,Area 37,Area 50,10.53,17.23,,,,461.46,11.53,4.4,4.9
23-01-2025 00:00,22:26:00,CNR8717456331,Cancelled by Driver,96195,Prime Plus,Area 6,Area 18,,,,Personal & Car related issues,,,,,
20-01-2025 00:00,06:07:00,CNR9098509506,Successful,61253,eBike,Area 49,Area 5,10.43,3.29,,,,1705.9,1.26,3.3,3.2
02-01-2025 00:00,09:33:00,CNR4853104956,Successful,76290,Mini,Area 21,Area 9,8.58,4.49,,,,164.33,2.97,3.7,4.5
02-01-2025 00:00,22:45:00,CNR2954497928,Successful,76657,Bike,Area 37,Area 44,9.3,3.56,,,,492.1,12.39,3.6,3.3
13-01-2025 00:00,20:51:00,CNR5248190016,Successful,57371,Mini,Area 24,Area 46,13.47,9.48,,,,1245.63,19.27,3.1,4.5
06-01-2025 00:00,23:30:00,CNR4860996750,Cancelled by Driver,98943,eBike,Area 13,Area 43,,,,More than permitted people in there,,,,,
30-01-2025 00:00,07:58:00,CNR8131018408,Successful,30287,Bike,Area 39,Area 25,8.84,5.16,,,,100.19,26.07,3.9,4.8
04-01-2025 00:00,12:21:00,CNR2879674345,Successful,74238,Mini,Area 32,Area 26,6.38,15.32,,,,493.34,22.75,4.4,3.6
14-01-2025 00:00,13:03:00,CNR4181305887,Successful,44086,Mini,Area 36,Area 45,12.88,19.16,,,,249.74,19.55,4.6,3.7
23-01-2025 00:00,15:38:00,CNR9785936161,Cancelled by Customer,14891,Bike,Area 23,Area 29,,,AC is not working (Only for 4-wheelers),,,,,,
19-01-2025 00:00,06:58:00,CNR1717220733,Successful,88455,Bike,Area 15,Area 26,11.44,15.83,,,,326.96,5.32,4.6,3.8
11-01-2025 00:00,00:58:00,CNR9071890396,Incomplete,88689,Prime Sedan,Area 48,Area 16,,,,,Other Issue,,,,
20-01-2025 00:00,06:06:00,CNR8967155205,Successful,43871,Prime SUV,Area 4,Area 27,5.42,11.96,,,,299.84,9.53,4,3.1
11-01-2025 00:00,20:25:00,CNR4000032571,Successful,17283,Auto,Area 6,Area 36,10.09,18.24,,,,208.9,11.8,4.9,3.4
26-01-2025 00:00,04:34:00,CNR6118203477,Successful,25283,Prime Plus,Area 5,Area 27,5.71,19.9,,,,353.92,20.31,3.3,3.9
30-01-2025 00:00,17:24:00,CNR3123058059,Incomplete,32945,Prime Sedan,Area 45,Area 20,,,,,Vehicle Breakdown,,,,
16-01-2025 00:00,17:14:00,CNR1741230984,Successful,93200,Auto,Area 29,Area 37,6.71,17.15,,,,1401.87,5.18,3.1,4.9
12-01-2025 00:00,19:57:00,CNR4983703056,Incomplete,30902,Prime SUV,Area 37,Area 8,,,,,Customer Demand,,,,
07-01-2025 00:00,15:23:00,CNR7173222597,Successful,48344,Bike,Area 6,Area 24,10.75,5.92,,,,1563.35,24.35,4.5,3.2
14-01-2025 00:00,16:18:00,CNR9511601234,Successful,34097,Mini,Area 49,Area 32,13.46,12.86,,,,454.73,24.89,4.3,4
16-01-2025 00:00,12:04:00,CNR5055346898,Successful,99068,Bike,Area 50,Area 35,5.24,17.01,,,,483.82,22.09,3,4.3
15-01-2025 00:00,03:23:00,CNR6949470854,Successful,19828,Prime Plus,Area 27,Area 6,8.76,4.9,,,,195.13,12.56,3.5,3.4
15-01-2025 00:00,10:36:00,CNR8010715163,Incomplete,27919,Prime SUV,Area 13,Area 47,,,,,Customer Demand,,,,
22-01-2025 00:00,23:46:00,CNR2554741818,Successful,51217,Prime SUV,Area 22,Area 50,8.95,14.71,,,,285.11,13.36,3.7,4.7
13-01-2025 00:00,05:19:00,CNR4346828275,Successful,32771,eBike,Area 36,Area 33,11.78,5.69,,,,207.22,3.92,4.1,3.2
10-01-2025 00:00,18:39:00,CNR1676085743,Cancelled by Driver,36641,Prime Sedan,Area 37,Area 48,,,,More than permitted people in there,,,,,
09-01-2025 00:00,10:38:00,CNR2549787659,Successful,14761,Prime SUV,Area 36,Area 29,4.62,5.63,,,,237.79,13.5,4.3,3.5
30-01-2025 00:00,02:47:00,CNR3662234074,Successful,22919,eBike,Area 49,Area 10,12.45,6.34,,,,467.62,15.44,4.6,3.1
23-01-2025 00:00,08:15:00,CNR5357123127,Incomplete,39722,eBike,Area 29,Area 20,,,,,Other Issue,,,,
27-01-2025 00:00,17:15:00,CNR9837581290,Successful,16766,Prime SUV,Area 26,Area 45,7.23,18.48,,,,1304.76,9.94,3.4,4.5
13-01-2025 00:00,03:12:00,CNR7186062807,Incomplete,32155,Bike,Area 37,Area 33,,,,,Customer Demand,,,,
03-01-2025 00:00,08:45:00,CNR4502895178,Successful,12451,Auto,Area 13,Area 16,9.73,7.93,,,,1478.25,18.74,4.9,3.2
17-01-2025 00:00,04:00:00,CNR5228899004,Successful,39838,Prime Plus,Area 12,Area 13,7.02,8.17,,,,210.07,29.95,4.7,4.6
02-01-2025 00:00,18:25:00,CNR5244376466,Successful,66441,Auto,Area 31,Area 32,9.2,13.41,,,,463.33,4.04,4.3,4.5
24-01-2025 00:00,22:28:00,CNR1027771522,Successful,10533,Prime SUV,Area 12,Area 49,4.93,7.8,,,,145.51,17.58,4.7,3.6
08-01-2025 00:00,19:21:00,CNR9587298189,Incomplete,74355,Prime SUV,Area 22,Area 34,,,,,Customer Demand,,,,
27-01-2025 00:00,11:35:00,CNR4324117763,Incomplete,68988,Prime Plus,Area 38,Area 42,,,,,Other Issue,,,,
20-01-2025 00:00,00:32:00,CNR6691705693,Successful,74960,Prime SUV,Area 27,Area 35,12.8,4.41,,,,256.72,22.86,4.1,3.9
18-01-2025 00:00,09:46:00,CNR2134399696,Incomplete,37906,Mini,Area 35,Area 37,,,,,Vehicle Breakdown,,,,
06-01-2025 00:00,18:23:00,CNR2015351985,Incomplete,85696,Bike,Area 5,Area 6,,,,,Other Issue,,,,
10-01-2025 00:00,08:01:00,CNR1736887261,Successful,12415,Prime SUV,Area 50,Area 32,12.97,17.89,,,,296.67,18.48,3.5,4
27-01-2025 00:00,10:37:00,CNR6814845742,Successful,45562,Bike,Area 34,Area 18,12.73,6.68,,,,167.76,6.66,4.7,4.5
23-01-2025 00:00,12:49:00,CNR2426285138,Successful,37140,Bike,Area 48,Area 9,6.47,15.28,,,,120.31,4.08,4.8,5
03-01-2025 00:00,02:04:00,CNR4903745942,Successful,63062,Prime Plus,Area 18,Area 1,4.87,3.79,,,,217.2,15.8,3.8,3.4
23-01-2025 00:00,20:54:00,CNR3902780972,Successful,53248,Auto,Area 36,Area 7,8.65,16.1,,,,910.61,4.38,4.4,4.8
30-01-2025 00:00,09:33:00,CNR7818639742,Incomplete,45162,Prime Sedan,Area 5,Area 27,,,,,Vehicle Breakdown,,,,
04-01-2025 00:00,04:40:00,CNR5124909318,Successful,36294,Prime Plus,Area 47,Area 48,9.83,13.97,,,,1179.94,29.91,4.6,4.1
18-01-2025 00:00,14:52:00,CNR3853729638,Successful,52758,eBike,Area 39,Area 35,6.4,18.23,,,,404.1,27.02,3.5,4.4
18-01-2025 00:00,16:36:00,CNR6623821558,Successful,54927,eBike,Area 9,Area 48,11.31,12.5,,,,1381.21,13.03,3.9,5
02-01-2025 00:00,11:22:00,CNR1245309248,Successful,74643,Prime Plus,Area 9,Area 14,4.06,5.03,,,,293.32,14.25,3.2,4.6
22-01-2025 00:00,02:36:00,CNR6852374661,Successful,13217,Auto,Area 9,Area 7,9.68,15.23,,,,1421.48,10.62,3.6,3.9
26-01-2025 00:00,08:05:00,CNR4720911834,Successful,48599,Bike,Area 41,Area 21,3.87,16.13,,,,258.41,17.18,4.9,5
13-01-2025 00:00,17:52:00,CNR2649237871,Successful,43194,Auto,Area 50,Area 14,12.87,12.96,,,,245.76,7.12,3.9,3.8
15-01-2025 00:00,10:22:00,CNR8514295978,Incomplete,30034,Prime Plus,Area 49,Area 5,,,,,Other Issue,,,,
31-01-2025 00:00,08:14:00,CNR8542980774,Successful,75219,Auto,Area 41,Area 32,2.07,4.34,,,,427.64,29.99,3.4,3.3
15-01-2025 00:00,14:27:00,CNR9439295755,Cancelled by Driver,69703,eBike,Area 1,Area 1,,,,Personal & Car related issues,,,,,
07-01-2025 00:00,18:24:00,CNR7516858378,Successful,59325,Prime SUV,Area 4,Area 32,2.42,17.8,,,,322.92,6.64,3.5,3.2
15-01-2025 00:00,12:00:00,CNR8799802828,Successful,35151,Auto,Area 19,Area 19,8.51,15.58,,,,223.58,4.05,4.1,4.4
11-01-2025 00:00,22:53:00,CNR1635123195,Cancelled by Driver,36667,Prime SUV,Area 11,Area 21,,,,The customer was coughing/sick,,,,,
24-01-2025 00:00,23:59:00,CNR8387846297,Successful,41802,Prime Sedan,Area 42,Area 39,3.42,13.97,,,,393.09,3.97,5,3.6
22-01-2025 00:00,18:04:00,CNR4406644986,Successful,74592,eBike,Area 8,Area 48,2.56,14.53,,,,1714.83,5.82,4.9,3.7
06-01-2025 00:00,15:00:00,CNR3015992775,Incomplete,70777,Mini,Area 31,Area 42,,,,,Customer Demand,,,,
13-01-2025 00:00,09:11:00,CNR5722196251,Successful,50321,Prime Sedan,Area 21,Area 15,5.02,12.66,,,,1329.89,13.49,4.6,3.6
01-01-2025 00:00,00:45:00,CNR4099142941,Successful,31890,eBike,Area 9,Area 49,2,11.95,,,,367.19,6.13,4.6,4.4
25-01-2025 00:00,22:10:00,CNR1991635450,Incomplete,99648,Prime Plus,Area 23,Area 8,,,,,Vehicle Breakdown,,,,
03-01-2025 00:00,02:34:00,CNR8584988885,Successful,61102,eBike,Area 34,Area 36,11.01,7.73,,,,1964.79,1.63,4.6,3.1
03-01-2025 00:00,09:12:00,CNR8527048713,Incomplete,33515,Bike,Area 12,Area 45,,,,,Customer Demand,,,,
08-01-2025 00:00,22:39:00,CNR9305422057,Successful,39676,Mini,Area 14,Area 14,4.17,7.64,,,,1930.04,17.83,4.5,3.9
25-01-2025 00:00,05:21:00,CNR9268650862,Successful,30300,Prime Sedan,Area 15,Area 20,13.11,18.22,,,,146.71,28.32,3.3,3.9
15-01-2025 00:00,07:36:00,CNR9465520370,Successful,76016,eBike,Area 42,Area 29,2.53,9.06,,,,1764.93,29.56,3.5,3.6
06-01-2025 00:00,06:24:00,CNR7447967791,Successful,19503,Auto,Area 35,Area 2,10.9,8.58,,,,118.49,2.23,4.2,3.2
01-01-2025 00:00,20:36:00,CNR4227580660,Successful,23647,Prime Plus,Area 14,Area 10,2.58,10.61,,,,392.06,12.37,3.9,3.4
16-01-2025 00:00,16:17:00,CNR8757780158,Successful,77687,Prime Plus,Area 44,Area 38,4.77,10.13,,,,497.97,27.55,3.1,3.6
02-01-2025 00:00,13:46:00,CNR7255421183,Successful,27875,Mini,Area 46,Area 47,13.67,8.1,,,,148.39,18.89,3.8,3.7
03-01-2025 00:00,09:06:00,CNR8121835759,Incomplete,14853,eBike,Area 13,Area 8,,,,,Customer Demand,,,,
30-01-2025 00:00,13:26:00,CNR2203273087,Successful,42025,Prime Sedan,Area 45,Area 36,6.1,12.05,,,,1653.36,2.7,4.7,4.8
04-01-2025 00:00,17:19:00,CNR1678414455,Successful,13286,Prime Plus,Area 30,Area 29,13.27,17.78,,,,456.86,14.16,3.9,4.3
21-01-2025 00:00,14:18:00,CNR1853792744,Successful,45866,Bike,Area 27,Area 50,11.75,17.74,,,,488.18,6.48,3.4,3.4
28-01-2025 00:00,14:13:00,CNR3675696231,Successful,27403,Auto,Area 18,Area 46,10.25,4.19,,,,191.78,17.23,4.5,3.5
24-01-2025 00:00,23:33:00,CNR6585913964,Successful,79270,Bike,Area 16,Area 6,11.21,10.81,,,,393.44,29.9,5,3.6
04-01-2025 00:00,07:00:00,CNR6969611847,Successful,19749,Prime Sedan,Area 30,Area 5,10.42,3.75,,,,214.93,1.18,4.7,3.5
22-01-2025 00:00,06:09:00,CNR9265487809,Cancelled by Driver,46144,Bike,Area 34,Area 9,,,,More than permitted people in there,,,,,
16-01-2025 00:00,12:43:00,CNR3790379767,Successful,54759,Prime SUV,Area 42,Area 37,14.59,3.17,,,,361.98,3.52,4.7,4.7
21-01-2025 00:00,23:38:00,CNR4096640583,Incomplete,37024,Mini,Area 25,Area 6,,,,,Other Issue,,,,
26-01-2025 00:00,22:48:00,CNR5512788992,Successful,57446,Auto,Area 40,Area 42,9.08,12.89,,,,409.74,10.61,3.8,4.7
22-01-2025 00:00,12:59:00,CNR5852658382,Successful,37365,Prime Sedan,Area 16,Area 47,13.57,19.12,,,,381.54,17.59,3.8,3.1
20-01-2025 00:00,19:42:00,CNR7863222768,Incomplete,98956,Auto,Area 4,Area 17,,,,,Customer Demand,,,,
07-01-2025 00:00,14:07:00,CNR7041658990,Successful,30010,Prime Plus,Area 38,Area 2,3.28,8.26,,,,1995.65,20.91,3.3,4.3
01-01-2025 00:00,09:57:00,CNR2662475983,Incomplete,23438,Auto,Area 46,Area 25,,,,,Vehicle Breakdown,,,,
30-01-2025 00:00,18:24:00,CNR4051764071,Successful,22662,Prime SUV,Area 40,Area 25,7.25,9.7,,,,444.71,6.84,4.3,4.3
